server,suite,command,conns,pipeline,datasize,rep,rps,p50_ms
net,size,SET,50,1,8,2,127659.58,0.215
net,size,SET,50,1,8,3,129870.12,0.207
net,size,SET,50,1,8,4,129310.35,0.215
net,size,SET,50,1,8,5,128755.37,0.215
net,size,SET,50,1,32,1,127118.64,0.215
net,size,SET,50,1,32,2,129870.12,0.207
net,size,SET,50,1,32,3,128755.37,0.215
net,size,SET,50,1,32,4,129870.12,0.207
net,size,SET,50,1,32,5,129310.35,0.215
net,size,SET,50,1,128,1,128755.37,0.215
net,size,SET,50,1,128,2,128755.37,0.207
net,size,SET,50,1,128,3,129310.35,0.215
net,size,SET,50,1,128,4,128205.13,0.215
net,size,SET,50,1,128,5,129870.12,0.207
net,size,SET,50,1,512,1,127118.64,0.215
net,size,SET,50,1,512,2,128755.37,0.215
net,size,SET,50,1,512,3,128205.13,0.215
net,size,SET,50,1,512,4,126050.41,0.215
net,size,SET,50,1,512,5,126582.27,0.215
net,size,SET,50,1,2048,1,123456.79,0.215
net,size,SET,50,1,2048,2,124481.33,0.215
net,size,SET,50,1,2048,3,125523.02,0.215
net,size,SET,50,1,2048,4,125000.00,0.215
net,size,SET,50,1,2048,5,122950.82,0.215
net,size,SET,50,1,8192,1,88235.30,0.455
net,size,SET,50,1,8192,2,87209.30,0.463
net,size,SET,50,1,8192,3,87463.55,0.455
net,size,SET,50,1,8192,4,88235.30,0.447
net,size,SET,50,1,8192,5,87976.54,0.455
net,size,SET,50,1,32768,1,44910.18,1.143
net,size,SET,50,1,32768,2,45454.54,1.135
net,size,SET,50,1,32768,3,45454.54,1.135
net,size,SET,50,1,32768,4,45454.54,1.143
net,size,SET,50,1,32768,5,46224.96,1.127
net,cmd,PING,50,1,3,1,126262.62,0.207
net,cmd,PING,50,1,3,2,129870.13,0.207
net,cmd,PING,50,1,3,3,131233.59,0.207
net,cmd,PING,50,1,3,4,130208.34,0.207
net,cmd,PING,50,1,3,5,128865.98,0.207
net,cmd,SET,50,1,32,1,130208.34,0.207
net,cmd,SET,50,1,32,2,128205.13,0.207
net,cmd,SET,50,1,32,3,130890.05,0.207
net,cmd,SET,50,1,32,4,131233.59,0.207
net,cmd,SET,50,1,32,5,130208.34,0.207
net,cmd,GET,50,1,32,1,130548.30,0.207
net,cmd,GET,50,1,32,2,130548.30,0.207
net,cmd,GET,50,1,32,3,130890.05,0.207
net,cmd,GET,50,1,32,4,130548.30,0.207
net,cmd,GET,50,1,32,5,130890.05,0.207
net,cmd,INCR,50,1,3,1,129870.13,0.207
net,cmd,INCR,50,1,3,2,132275.14,0.207
net,cmd,INCR,50,1,3,3,131233.59,0.207
net,cmd,INCR,50,1,3,4,131578.95,0.207
net,cmd,INCR,50,1,3,5,130890.05,0.207
net,cmd,SADD,50,1,3,1,130890.05,0.207
net,cmd,SADD,50,1,3,2,133689.83,0.207
net,cmd,SADD,50,1,3,3,132978.73,0.207
net,cmd,SADD,50,1,3,4,131578.95,0.207
net,cmd,SADD,50,1,3,5,132275.14,0.207
net,cmd,ZADD,50,1,3,1,132978.73,0.207
net,cmd,ZADD,50,1,3,2,133333.33,0.207
net,cmd,ZADD,50,1,3,3,131926.12,0.207
net,cmd,ZADD,50,1,3,4,132626.00,0.207
net,cmd,ZADD,50,1,3,5,129870.13,0.207
net,cmd,GEOADD,50,1,3,1,131926.12,0.207
net,cmd,GEOADD,50,1,3,2,132275.14,0.207
net,cmd,GEOADD,50,1,3,3,132978.73,0.207
net,cmd,GEOADD,50,1,3,4,130890.05,0.207
net,cmd,GEOADD,50,1,3,5,131233.59,0.207
