server,suite,command,conns,pipeline,datasize,rep,rps,p50_ms
net,cmd,SET,50,1,32,4,68119.89,0.375
net,cmd,SET,50,1,32,5,67294.75,0.375
net,cmd,GET,50,1,32,1,68119.89,0.375
net,cmd,GET,50,1,32,2,65963.06,0.383
net,cmd,GET,50,1,32,3,67024.13,0.375
net,cmd,GET,50,1,32,4,68027.21,0.375
net,cmd,GET,50,1,32,5,67024.13,0.383
net,cmd,INCR,50,1,3,1,68027.21,0.375
net,cmd,INCR,50,1,3,2,66934.41,0.375
net,cmd,INCR,50,1,3,3,66225.16,0.383
net,cmd,INCR,50,1,3,4,65445.03,0.383
net,cmd,INCR,50,1,3,5,68119.89,0.375
net,cmd,SADD,50,1,3,1,67385.45,0.375
net,cmd,SADD,50,1,3,2,64184.86,0.383
net,cmd,SADD,50,1,3,3,68306.01,0.375
net,cmd,SADD,50,1,3,4,64516.13,0.383
net,cmd,SADD,50,1,3,5,68212.83,0.375
net,cmd,ZADD,50,1,3,1,68119.89,0.375
net,cmd,ZADD,50,1,3,2,66489.37,0.375
net,cmd,ZADD,50,1,3,3,65876.16,0.383
net,cmd,ZADD,50,1,3,4,68212.83,0.375
net,cmd,ZADD,50,1,3,5,68587.11,0.375
net,cmd,GEOADD,50,1,3,1,68965.52,0.375
net,cmd,GEOADD,50,1,3,2,68493.15,0.375
net,cmd,GEOADD,50,1,3,3,68681.32,0.375
net,cmd,GEOADD,50,1,3,4,68681.32,0.375
net,cmd,GEOADD,50,1,3,5,68212.83,0.375
